,Airbag,Allestimento,Assetto,Carrozzeria,Cilindrata,Classe emissioni,Climatizzazione,Colore,Colore Interni,Comfort,Consumo carburante (extraurbano),Consumo carburante misto,DataLink,Design Interni,Emissioni CO2 combinate,Guida all'acquisto,Id,In grado di viaggiare,Km,Luci,Marca,Metallizzato,Modello,Multimedia,Numero di porte,Posti,Programmi Usato Garantito,Proprietari precedenti,Scadenza Revisione,Sicurezza,Tipo veicolo,Tipologia,Title,Trasporto,Varie,drivetrain,engineCV,engineKW,fuelType,immatriculationMonth,immatriculationYear,price
10,Airbag conducente,Mini Cooper D,['Cerchi in lega'],Berlina,1598 cm³,Euro 5,Climatizzatore manuale,Marrone,Altro,,,,/legnano-mini-mini-r56-1-6-16v-cooper-d/130741918,Stoffa,99.0 g/Km,,130741918,Sì,29954.0,,MINI,Sì,Mini,,2 o 3 porte,4 posti,,2,,,,Usato,MINI Mini (R56) 1.6 16V Cooper D,,,manuale,111.0,82.0,Diesel,Gennaio,2014.0,11460
11,Airbag anteriori e laterali e di altro tipo,2.2 TD4 5p. Prestige,['Cerchi in lega'],Altro,2179 cm³,Euro 5,Climatizzatore automatico,Blu,Beige,,5.2 l/100 km,5.7 l/100 km,/milano-land-rover-range-rover-evoque-2-2-td4-prestige-5p/131466207,Pelle integrale,149.0 g/Km,,131466207,Sì,128000.0,,LAND ROVER,Sì,Range Rover Evoque,,4 o 5 porte,5 posti,,1,,,,Usato,LAND ROVER Range Rover Evoque 2.2 TD4 PRESTIGE 5P,,,manuale,149.0,110.0,Diesel,Novembre,2011.0,18900
12,Airbag anteriori e laterali,-,['Cerchi in lega'],SUV / Fuoristrada / Pickup,,Euro 6,Climatizzatore automatico,Nero,Nero,,,,/casei-gerola-bmw-x3-xdrive-20d-4x4-autom/130579148,Stoffa,,,130579148,Sì,67352.0,,BMW,Sì,X3,,4 o 5 porte,5 posti,,1,,,,Usato,BMW X3 XDrive 20d 4x4 autom.,,,automatico,190.0,140.0,Diesel,Febbraio,2015.0,23900
13,Airbag anteriori e laterali,-,['Cerchi in lega'],Sportiva / Coupe',1984 cm³,Euro 5,Climatizzatore automatico,Bianco,Nero,,6.1 l/100 km,7.7 l/100 km,/sesto-san-giovanni-volkswagen-maggiolino-2-0-tsi-dsg-sport-crono-service/131295714,,179 g/Km,,131295714,Sì,132900.0,,VOLKSWAGEN,,Maggiolino,,2 o 3 porte,4 posti,,,,,,Usato,Volkswagen maggiolino 2.0 tsi dsg sport -crono service completa -uff i,,,automatico,199.0,147.0,Benzina,Marzo,2012.0,10900
14,Airbag anteriori e laterali,-,['Cerchi in lega'],Sportiva / Coupe',1991 cm³,Euro 6,Climatizzatore manuale,Bianco,Nero,,4.6 l/100 km,5.7 l/100 km,/san-giorgio-legnano-mercedes-benz-250-coupe-automatic-sport/127312666,Stoffa,132 g/Km,,127312666,Sì,14317.0,,MERCEDES BENZ,,Classe E,,2 o 3 porte,4 posti,,1,,,,Usato,Mercedes-Benz E 250 Coupé Automatic Sport,,,automatico,210.0,155.0,Benzina,Marzo,2017.0,41500
15,Airbag anteriori e laterali,Scénic 1.6 16V GPL Pack,['Cerchi in lega'],Altro,1598 cm³,Euro 4,Climatizzatore manuale,Grigio,,,,,/cologno-monzese-renault-scenic-scenic-1-6-16v-gpl-pack/130491439,,,,130491439,Sì,149000.0,,RENAULT,,Scenic,,4 o 5 porte,5 posti,,,,,,Usato,Renault Scenic Scénic 1.6 16V GPL Pack,,,manuale,104.0,77.0,GPL,Agosto,2007.0,3000
16,Airbag anteriori e laterali e di altro tipo,S 350 BlueTEC Avantgarde Lunga,['Cerchi in lega'],Berlina,2987 cm³,Euro 6,Climatizzatore automatico,Nero,Nero,,5.4 l/100 km,6.2 l/100 km,/milano-mercedes-benz-s-350-bluetec-elegance-lunga-doppio-tetto/130262748,Pelle integrale,164.0 g/Km,,130262748,Sì,50428.0,,MERCEDES BENZ,Sì,Classe S,,4 o 5 porte,5 posti,,1,,,,Usato,MERCEDES-BENZ S 350 BlueTEC Elegance Lunga - Doppio tetto,,,automatico,258.0,190.0,Diesel,Maggio,2013.0,30500
17,Airbag anteriori e laterali,-,,Altro,4 cm³,Euro 4,Climatizzatore manuale,Nero,,,4.3 l/100 km,5.3 l/100 km,/pero-fiat-strada-1-3-mjt-pick-up/131464156,,,,131464156,Sì,136000.0,['Fendinebbia'],FIAT,Sì,Strada,,2 o 3 porte,2 posti,,,,"['ABS', 'Servosterzo']",,Usato,Fiat Strada 1.3 Mjt Pick-up,['Gancio Traino'],,manuale,84.0,62.0,Diesel,Marzo,2008.0,6300
18,Airbag anteriori e laterali e di altro tipo,-,['Cerchi in lega'],Altro,1598 cm³,Euro 6,Climatizzatore manuale,Grigio,,,,,/milano-mini-countryman-mini-cooper-d-business-xl-countryman/127478286,,,,127478286,Sì,72900.0,,MINI,,Mini Countryman,,4 o 5 porte,5 posti,,,,,,Usato,MINI Countryman Mini Cooper D Business XL Countryman,,,manuale,111.0,82.0,Diesel,Ottobre,2014.0,13900
19,Airbag anteriori e laterali e di altro tipo,Focus 1.6 EcoBoost 150 CV S&S Titanium,['Cerchi in lega'],Berlina,1596 cm³,Euro 5,Climatizzatore manuale,Grigio,,,,,/milano-ford-focus-1-6-ecoboost-150-cv-start-stop-titanium/130463291,,,,130463291,Sì,36203.0,,FORD,Sì,Focus,,4 o 5 porte,5 posti,,,,,,Usato,FORD Focus 1.6 EcoBoost 150 CV Start&Stop Titanium,,,manuale,149.0,110.0,Benzina,Marzo,2011.0,7500
